id,universitySlug,nameFa,category,url,relation,sourceUrl,evidence,lastVerified
isfahan-research-system,isfahan,سامانه پژوهش,research,,unit-service,https://research.ui.ac.ir/,verified,2026-08-10
isfahan-sate,isfahan,سامانه ساتع,national,,unit-service,https://research.ui.ac.ir/,verified,2026-08-10
isfahan-sys-1,isfahan,پرتال کارآفرینی و رشد فناوری,innovation,,,https://research.ui.ac.ir/,verified,2026-08-10
isfahan-thesis,isfahan,سامانه پایان‌نامه,research,,unit-service,https://research.ui.ac.ir/,verified,2026-08-10
kharazmi-ris,kharazmi,سامانه اطلاعات پژوهشی,research,https://ris.khu.ac.ir/,unit-service,https://research.khu.ac.ir/,verified,2026-08-10
kharazmi-scimet,kharazmi,سامانه علم‌سنجی,research,https://scimet.khu.ac.ir/,unit-service,https://research.khu.ac.ir/,verified,2026-08-10
kharazmi-sys-1,kharazmi,سامانه اطلاعات پژوهشی,research,,,https://research.khu.ac.ir/,verified,2026-08-10
kharazmi-sys-2,kharazmi,سامانه علم‌سنجی,research,,,https://research.khu.ac.ir/,verified,2026-08-10
kharazmi-sys-3,kharazmi,سامانه نشریات,journals,,,https://research.khu.ac.ir/,verified,2026-08-10
kharazmi-sys-4,kharazmi,کتابخانه دیجیتال,library,,,https://research.khu.ac.ir/,verified,2026-08-10
allameh-sys-1,allameh,سامانه اخلاق در پژوهش,research,,,https://research.atu.ac.ir/fa,verified,2026-08-10
allameh-sys-2,allameh,کتابخانه دیجیتال,library,,,https://research.atu.ac.ir/fa,verified,2026-08-10
semnan-central-lab,semnan,سامانه آزمایشگاه مرکزی,laboratory,https://centrallab.semnan.ac.ir/,unit-service,https://research.semnan.ac.ir/,verified,2026-08-10
semnan-sampad,semnan,سامانه مدیریت پژوهانه,research,https://sampad.semnan.ac.ir/,unit-service,https://research.semnan.ac.ir/,verified,2026-08-10
semnan-shaa,semnan,شبکه آزمایشگاه‌های علمی ایران (شاعا),national,https://shaa.msrt.ir/,national-related-system,https://research.semnan.ac.ir/,verified,2026-08-10
semnan-sima,semnan,سامانه پژوهشی سیما,research,https://sima.semnan.ac.ir/,unit-service,https://research.semnan.ac.ir/,verified,2026-08-10
semnan-sys-1,semnan,سامانه مدیریت پژوهانه,research,,,https://research.semnan.ac.ir/,verified,2026-08-10
semnan-sys-2,semnan,سامانه پژوهشی سیما,research,,,https://research.semnan.ac.ir/,verified,2026-08-10
semnan-sys-3,semnan,سامانه آزمایشگاه مرکزی,laboratory,,,https://research.semnan.ac.ir/,verified,2026-08-10
semnan-sys-4,semnan,شاعا,national,,,https://research.semnan.ac.ir/,verified,2026-08-10
semnan-sys-5,semnan,پایگاه نشریات و انتشارات,journals,,,https://research.semnan.ac.ir/,verified,2026-08-10
shahid-chamran-ahvaz-sys-1,shahid-chamran-ahvaz,سامانه مدیریت نشریات,journals,,,https://research.scu.ac.ir/,verified,2026-08-10
shahid-chamran-ahvaz-sys-2,shahid-chamran-ahvaz,سامانه اخلاق پژوهش,national,,,https://research.scu.ac.ir/,verified,2026-08-10
qom-conf,qom,سامانه همایش‌های دانشگاه,research,https://conf.qom.ac.ir/,unit-service,https://research.qom.ac.ir/,verified,2026-08-10
qom-journals,qom,سامانه مدیریت نشریات علمی,journals,https://journals.qom.ac.ir/,unit-service,https://research.qom.ac.ir/,verified,2026-08-10
qom-publishing,qom,سامانه انتشارات دانشگاه,publishing,https://book.qom.ac.ir/,unit-service,https://research.qom.ac.ir/,verified,2026-08-10
alzahra-sys-1,alzahra,سامانه تام,innovation,,,https://research.alzahra.ac.ir/,verified,2026-08-10
alzahra-sys-2,alzahra,سامانه اخلاق پژوهش,research,,,https://research.alzahra.ac.ir/,verified,2026-08-10
alzahra-sys-3,alzahra,سامانه کتاب,library,,,https://research.alzahra.ac.ir/,verified,2026-08-10
alzahra-sys-4,alzahra,سامانه نشریات علمی,journals,,,https://research.alzahra.ac.ir/,verified,2026-08-10
alzahra-sys-5,alzahra,جستجوی منابع کتابخانه,library,,,https://research.alzahra.ac.ir/,verified,2026-08-10
iust-sys-1,iust,شبکه آزمایشگاه‌های علمی ایران (شاعا),national,,,https://research.iust.ac.ir/,verified,2026-08-10
iust-sys-2,iust,سامانه‌های مرتبط معاونت,research,,,https://research.iust.ac.ir/,verified,2026-08-10
sharif-sys-1,sharif,سامانه اطلاعات اعضای هیئت علمی,research,,,https://research.sharif.ir/,verified,2026-08-10
sharif-sys-2,sharif,سامانه مدیریت دانش,research,,,https://research.sharif.ir/,verified,2026-08-10
sharif-sys-3,sharif,ICT دانشگاه - لینک مرتبط، نه زیرمجموعه,it-linked,,,https://research.sharif.ir/,verified,2026-08-10
amirkabir-sys-1,amirkabir,جستجوی منابع کتابخانه,library,,,https://research.aut.ac.ir/,verified,2026-08-10
amirkabir-sys-2,amirkabir,کتابخانه دیجیتال,library,,,https://research.aut.ac.ir/,verified,2026-08-10
amirkabir-sys-3,amirkabir,خدمات آزمایشگاه مرکزی,laboratory,,,https://research.aut.ac.ir/,verified,2026-08-10
amirkabir-sys-4,amirkabir,سامانه گرنت,research,,,https://research.aut.ac.ir/,verified,2026-08-10
amirkabir-sys-5,amirkabir,سامانه نشریات,journals,,,https://research.aut.ac.ir/,verified,2026-08-10
kntu-sys-1,kntu,سیستم پژوهشی گلستان,research,,,https://research.kntu.ac.ir/,verified,2026-08-10
kntu-sys-2,kntu,سامانه علم‌سنجی,research,,,https://research.kntu.ac.ir/,verified,2026-08-10
kntu-sys-3,kntu,رزومه اساتید,research,,,https://research.kntu.ac.ir/,verified,2026-08-10
kntu-sys-4,kntu,توانمندی پژوهشی و آزمایشگاهی,laboratory,,,https://research.kntu.ac.ir/,verified,2026-08-10
kntu-sys-5,kntu,شاعا,national,,,https://research.kntu.ac.ir/,verified,2026-08-10
kntu-sys-6,kntu,مرکز فناوری اطلاعات - لینک مرتبط,it-linked,,,https://research.kntu.ac.ir/,verified,2026-08-10
isfahan-technology-sys-1,isfahan-technology,سامانه مپفا,national,,,https://research.iut.ac.ir/,verified,2026-08-10
isfahan-technology-sys-2,isfahan-technology,سامانه ساجد,national,,,https://research.iut.ac.ir/,verified,2026-08-10
isfahan-technology-sys-3,isfahan-technology,سامانه ساتع,national,,,https://research.iut.ac.ir/,verified,2026-08-10
isfahan-technology-sys-4,isfahan-technology,نمایشگاه فناوری دانشگاه,innovation,,,https://research.iut.ac.ir/,verified,2026-08-10
isfahan-technology-sys-5,isfahan-technology,راهبردها و اسناد پژوهش,research,,,https://research.iut.ac.ir/,verified,2026-08-10
qom-technology-sys-1,qom-technology,سامانه علم‌سنجی,research,,,https://qut.ac.ir/fa/researches/index,verified,2026-08-10
qom-technology-sys-2,qom-technology,ERP خدمات پژوهشی,research,,,https://qut.ac.ir/fa/researches/index,verified,2026-08-10
qom-technology-sys-3,qom-technology,فهرست مجلات علمی,journals,,,https://qut.ac.ir/fa/researches/index,verified,2026-08-10
qom-technology-sys-4,qom-technology,HPC - سرویس مرتبط,it-linked,,,https://qut.ac.ir/fa/researches/index,verified,2026-08-10
iran-art-sys-1,iran-art,خدمات IT و هوشمندسازی,it,,,https://research.art.ac.ir/fa,verified,2026-08-10
iran-art-sys-2,iran-art,پرتال کتابخانه,library,,,https://research.art.ac.ir/fa,verified,2026-08-10
iran-art-sys-3,iran-art,پرتال آزمایشگاه مرکزی,laboratory,,,https://research.art.ac.ir/fa,verified,2026-08-10
iran-art-sys-4,iran-art,پرتال ارتباط با جامعه,industry,,,https://research.art.ac.ir/fa,verified,2026-08-10
iran-art-sys-5,iran-art,پرتال انتشارات,publishing,,,https://research.art.ac.ir/fa,verified,2026-08-10
arak-zhiro,arak,سامانه ژیرو,research,https://rd.araku.ac.ir/,unit-service,https://research.araku.ac.ir/,verified,2026-08-10
arak-journals,arak,سامانه نشریات علمی,journals,https://journals.araku.ac.ir/,unit-service,https://research.araku.ac.ir/,verified,2026-08-10
arak-press,arak,سامانه انتشارات,publishing,https://press.araku.ac.ir/,unit-service,https://research.araku.ac.ir/,verified,2026-08-10
arak-sate,arak,سامانه ساتع,industry,https://sate.atf.gov.ir/,national-related-system,https://research.araku.ac.ir/,verified,2026-08-10
iust-scimet,iust,سامانه علم‌سنجی اساتید,research,https://scimet.iust.ac.ir/,unit-service,https://research.iust.ac.ir/,verified,2026-08-10
iust-cv,iust,سامانه رزومه اساتید,research,https://its.iust.ac.ir/,unit-service,https://research.iust.ac.ir/,verified,2026-08-10
iust-golestan,iust,سامانه جامع گلستان,research,https://golestan.iust.ac.ir/,unit-service,https://research.iust.ac.ir/,verified,2026-08-10
iust-nan,iust,سامانه نان,innovation,https://nan.ac/,national-related-system,https://research.iust.ac.ir/,verified,2026-08-10
iust-shaa,iust,سامانه شاعا,national,https://emshaa.msrt.ir/,national-related-system,https://research.iust.ac.ir/,verified,2026-08-10
iust-sate,iust,سامانه ساتع,industry,https://sate.atf.gov.ir/,national-related-system,https://research.iust.ac.ir/,verified,2026-08-10
iust-mapfa,iust,سامانه مپفا,industry,https://mapfa.msrt.ir/,national-related-system,https://research.iust.ac.ir/,verified,2026-08-10
iust-sajed,iust,سامانه ساجد,industry,https://sajed.msrt.ir/,national-related-system,https://research.iust.ac.ir/,verified,2026-08-10
iust-jcr,iust,سامانه نشریات علمی ISC,journals,https://jcr.isc.ac/,national-related-system,https://research.iust.ac.ir/,verified,2026-08-10
shahed-library-search,shahed,جستجوی منابع کتابخانه (KDR),library,https://lib.shahed.ac.ir/,unit-service,https://library.shahed.ac.ir/,verified,2026-08-10
shahed-scimet,shahed,سامانه علم‌سنجی دانشگاه شاهد (سایمت),research,https://scimet.shahed.ac.ir/,unit-service,https://library.shahed.ac.ir/,verified,2026-08-10
shahed-megapaper,shahed,سامانه تأمین مدارک علمی مگاپیپر,library,https://megapaper.ir/,linked-from-portal,https://library.shahed.ac.ir/,verified,2026-08-10
